news_id,title,description,link,company,ticker,published_date,publisher,language,begin_price,end_price,index_begin_price,index_end_price,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,volume,market
0,STMicroelectronics  Announces Timing for Second Quarter 2025 Earnings Release and Conference Call,,https://www.globenewswire.com/news-release/2025/07/03/3109863/0/en/STMicroelectronics-Announces-Timing-for-Second-Quarter-2025-Earnings-Release-and-Conference-Call.html,,STM,2025-07-03 13:00:00,,,32.099998474121094,32.290000915527344,622.4500122070312,625.3400268554688,0.19000244140625,0.5919079452898707,2.8900146484375,0.4642966650752126,0.12761128021465806,UP,4742527.0,regular_market
1,STMicroelectronics annonce la date de publication et l’heure de la conférence téléphonique de ses résultats financiers du deuxième trimestre 2025,,https://www.globenewswire.com/news-release/2025/07/03/3109863/0/fr/STMicroelectronics-annonce-la-date-de-publication-et-l-heure-de-la-conf%C3%A9rence-t%C3%A9l%C3%A9phonique-de-ses-r%C3%A9sultats-financiers-du-deuxi%C3%A8me-trimestre-2025.html,,STM,2025-07-03 13:00:00,,,32.099998474121094,32.290000915527344,622.4500122070312,625.3400268554688,0.19000244140625,0.5919079452898707,2.8900146484375,0.4642966650752126,0.12761128021465806,UP,4742527.0,regular_market
2,"AONDevices and H&S HighTech Forge Strategic Alliance to Expand Super-Low-Power, Always-On Edge AI Globally",,https://www.globenewswire.com/news-release/2025/07/02/3109265/0/en/AONDevices-and-H-S-HighTech-Forge-Strategic-Alliance-to-Expand-Super-Low-Power-Always-On-Edge-AI-Globally.html,,AON,2025-07-02 14:00:00,,,354.8999938964844,351.54998779296875,617.239990234375,620.4500122070312,-3.350006103515625,-0.9439296030229687,3.21002197265625,0.5200605961122768,-1.4639901991352455,DOWN,1272600.0,regular_market
3,ASM announces details of the Q2 2025 conference call and webcast,,https://www.globenewswire.com/news-release/2025/07/02/3109238/0/en/ASM-announces-details-of-the-Q2-2025-conference-call-and-webcast.html,,ASM,2025-07-02 13:30:00,,,3.4800000190734863,3.369999885559082,617.239990234375,620.4500122070312,-0.1100001335144043,-3.1609233595260346,3.21002197265625,0.5200605961122768,-3.6809839556383115,DOWN,7093400.0,regular_market
6,"ASM share buyback update June 23 – 27, 2025",,https://www.globenewswire.com/news-release/2025/06/30/3107689/0/en/ASM-share-buyback-update-June-23-27-2025.html,,ASM,2025-06-30 15:45:00,,,3.4000000953674316,3.5999999046325684,617.3800048828125,617.8499755859375,0.19999980926513672,5.882347166332156,0.469970703125,0.07612340850173907,5.806223757830417,UP,5336000.0,regular_market
7,ASML reports transactions under its current share buyback program,,https://www.globenewswire.com/news-release/2025/06/30/3107400/0/en/ASML-reports-transactions-under-its-current-share-buyback-program.html,,ASML,2025-06-30 12:00:00,,,796.47998046875,801.3900146484375,617.3800048828125,617.8499755859375,4.9100341796875,0.6164667411725543,0.469970703125,0.07612340850173907,0.5403433326708152,UP,1080400.0,regular_market
8,POET Technologies Provides Results of 2025 Annual General and Special Meeting,,https://www.globenewswire.com/news-release/2025/06/30/3107352/0/en/POET-Technologies-Provides-Results-of-2025-Annual-General-and-Special-Meeting.html,,POET,2025-06-30 11:00:00,,,5.440000057220459,5.210000038146973,617.3800048828125,617.8499755859375,-0.23000001907348633,-4.227941482614684,0.469970703125,0.07612340850173907,-4.304064891116423,DOWN,1665900.0,regular_market
9,"Micron Elevates PC Performance, Unveils Adaptive Write Technology and G9 QLC NAND",,https://www.globenewswire.com/news-release/2025/06/26/3105916/14450/en/Micron-Elevates-PC-Performance-Unveils-Adaptive-Write-Technology-and-G9-QLC-NAND.html,,MU,2025-06-26 13:01:00,,,129.52999877929688,126.0,608.989990234375,611.8699951171875,-3.529998779296875,-2.72523648001538,2.8800048828125,0.47291497873456106,-3.1981514587499413,DOWN,62678100.0,regular_market
11,POET Wins AI Hardware Innovation Award in 2025 AI Breakthrough Awards,,https://www.globenewswire.com/news-release/2025/06/25/3105226/0/en/POET-Wins-AI-Hardware-Innovation-Award-in-2025-AI-Breakthrough-Awards.html,,POET,2025-06-25 14:01:00,,,4.5,5.070000171661377,607.9099731445312,607.1199951171875,0.570000171661377,12.666670481363932,-0.78997802734375,-0.1299498383383047,12.796620319702237,UP,7579600.0,regular_market
12,POET Signs Manufacturing Agreement with NationGate Solutions in Malaysia,,https://www.globenewswire.com/news-release/2025/06/24/3104124/0/en/POET-Signs-Manufacturing-Agreement-with-NationGate-Solutions-in-Malaysia.html,,POET,2025-06-24 11:27:00,,,4.070000171661377,4.309999942779541,604.3300170898438,606.780029296875,0.23999977111816406,5.8968000244628,2.45001220703125,0.40540964998384565,5.491390374478954,UP,2072400.0,regular_market
